year,data_mean_global,data_mean_nh,data_mean_sh
0,5.29999781764571,5.26382896245032,5.3361666728411
1,5.29999781764571,5.26382896245032,5.3361666728411
2,5.29999781764571,5.26382896245032,5.3361666728411
3,5.29999781764571,5.26382896245032,5.3361666728411
4,5.29999781764571,5.26382896245032,5.3361666728411
5,5.29999781764571,5.26382896245032,5.3361666728411
6,5.29999781764571,5.26382896245032,5.3361666728411
7,5.29999781764571,5.26382896245032,5.3361666728411
8,5.29999781764571,5.26382896245032,5.3361666728411
9,5.29999781764571,5.26382896245032,5.3361666728411
10,5.29999781764571,5.26382896245032,5.3361666728411
11,5.29999781764571,5.26382896245032,5.3361666728411
12,5.29999781764571,5.26382896245032,5.3361666728411
13,5.29999781764571,5.26382896245032,5.3361666728411
14,5.29999781764571,5.26382896245032,5.3361666728411
15,5.29999781764571,5.26382896245032,5.3361666728411
16,5.29999781764571,5.26382896245032,5.3361666728411
17,5.29999781764571,5.26382896245032,5.3361666728411
18,5.29999781764571,5.26382896245032,5.3361666728411
19,5.29999781764571,5.26382896245032,5.3361666728411
20,5.29999781764571,5.26382896245032,5.3361666728411
21,5.29999781764571,5.26382896245032,5.3361666728411
22,5.29999781764571,5.26382896245032,5.3361666728411
23,5.29999781764571,5.26382896245032,5.3361666728411
24,5.29999781764571,5.26382896245032,5.3361666728411
25,5.29999781764571,5.26382896245032,5.3361666728411
26,5.29999781764571,5.26382896245032,5.3361666728411
27,5.29999781764571,5.26382896245032,5.3361666728411
28,5.29999781764571,5.26382896245032,5.3361666728411
29,5.29999781764571,5.26382896245032,5.3361666728411
30,5.29999781764571,5.26382896245032,5.3361666728411
31,5.29999781764571,5.26382896245032,5.3361666728411
32,5.29999781764571,5.26382896245032,5.3361666728411
33,5.29999781764571,5.26382896245032,5.3361666728411
34,5.29999781764571,5.26382896245032,5.3361666728411
35,5.29999781764571,5.26382896245032,5.3361666728411
36,5.29999781764571,5.26382896245032,5.3361666728411
37,5.29999781764571,5.26382896245032,5.3361666728411
38,5.29999781764571,5.26382896245032,5.3361666728411
39,5.29999781764571,5.26382896245032,5.3361666728411
40,5.29999781764571,5.26382896245032,5.3361666728411
41,5.29999781764571,5.26382896245032,5.3361666728411
42,5.29999781764571,5.26382896245032,5.3361666728411
43,5.29999781764571,5.26382896245032,5.3361666728411
44,5.29999781764571,5.26382896245032,5.3361666728411
45,5.29999781764571,5.26382896245032,5.3361666728411
46,5.29999781764571,5.26382896245032,5.3361666728411
47,5.29999781764571,5.26382896245032,5.3361666728411
48,5.29999781764571,5.26382896245032,5.3361666728411
49,5.29999781764571,5.26382896245032,5.3361666728411
50,5.29999781764571,5.26382896245032,5.3361666728411
