year,data_mean_global,data_mean_nh,data_mean_sh
0,267.282824331769,267.640404474732,266.925244188807
1,267.282824331769,267.640404474732,266.925244188807
2,267.282824331769,267.640404474732,266.925244188807
3,267.282824331769,267.640404474732,266.925244188807
4,267.282824331769,267.640404474732,266.925244188807
5,267.282824331769,267.640404474732,266.925244188807
6,267.282824331769,267.640404474732,266.925244188807
7,267.282824331769,267.640404474732,266.925244188807
8,267.282824331769,267.640404474732,266.925244188807
9,267.282824331769,267.640404474732,266.925244188807
10,267.282824331769,267.640404474732,266.925244188807
11,267.282824331769,267.640404474732,266.925244188807
12,267.282824331769,267.640404474732,266.925244188807
13,267.282824331769,267.640404474732,266.925244188807
14,267.282824331769,267.640404474732,266.925244188807
15,267.282824331769,267.640404474732,266.925244188807
16,267.282824331769,267.640404474732,266.925244188807
17,267.282824331769,267.640404474732,266.925244188807
18,267.282824331769,267.640404474732,266.925244188807
19,267.282824331769,267.640404474732,266.925244188807
20,267.282824331769,267.640404474732,266.925244188807
21,267.282824331769,267.640404474732,266.925244188807
22,267.282824331769,267.640404474732,266.925244188807
23,267.282824331769,267.640404474732,266.925244188807
24,267.282824331769,267.640404474732,266.925244188807
25,267.282824331769,267.640404474732,266.925244188807
26,267.282824331769,267.640404474732,266.925244188807
27,267.282824331769,267.640404474732,266.925244188807
28,267.282824331769,267.640404474732,266.925244188807
29,267.282824331769,267.640404474732,266.925244188807
30,267.282824331769,267.640404474732,266.925244188807
31,267.282824331769,267.640404474732,266.925244188807
32,267.282824331769,267.640404474732,266.925244188807
33,267.282824331769,267.640404474732,266.925244188807
34,267.282824331769,267.640404474732,266.925244188807
35,267.282824331769,267.640404474732,266.925244188807
36,267.282824331769,267.640404474732,266.925244188807
37,267.282824331769,267.640404474732,266.925244188807
38,267.282824331769,267.640404474732,266.925244188807
39,267.282824331769,267.640404474732,266.925244188807
40,267.282824331769,267.640404474732,266.925244188807
41,267.282824331769,267.640404474732,266.925244188807
42,267.282824331769,267.640404474732,266.925244188807
43,267.282824331769,267.640404474732,266.925244188807
44,267.282824331769,267.640404474732,266.925244188807
45,267.282824331769,267.640404474732,266.925244188807
46,267.282824331769,267.640404474732,266.925244188807
47,267.282824331769,267.640404474732,266.925244188807
48,267.282824331769,267.640404474732,266.925244188807
49,267.282824331769,267.640404474732,266.925244188807
50,267.282824331769,267.640404474732,266.925244188807
51,267.282824331769,267.640404474732,266.925244188807
52,267.282824331769,267.640404474732,266.925244188807
53,267.282824331769,267.640404474732,266.925244188807
54,267.282824331769,267.640404474732,266.925244188807
55,267.282824331769,267.640404474732,266.925244188807
56,267.282824331769,267.640404474732,266.925244188807
57,267.282824331769,267.640404474732,266.925244188807
58,267.282824331769,267.640404474732,266.925244188807
59,267.282824331769,267.640404474732,266.925244188807
60,267.282824331769,267.640404474732,266.925244188807
61,267.282824331769,267.640404474732,266.925244188807
62,267.282824331769,267.640404474732,266.925244188807
63,267.282824331769,267.640404474732,266.925244188807
64,267.282824331769,267.640404474732,266.925244188807
65,267.282824331769,267.640404474732,266.925244188807
66,267.282824331769,267.640404474732,266.925244188807
67,267.282824331769,267.640404474732,266.925244188807
68,267.282824331769,267.640404474732,266.925244188807
69,267.282824331769,267.640404474732,266.925244188807
70,267.282824331769,267.640404474732,266.925244188807
71,267.282824331769,267.640404474732,266.925244188807
72,267.282824331769,267.640404474732,266.925244188807
73,267.282824331769,267.640404474732,266.925244188807
74,267.282824331769,267.640404474732,266.925244188807
75,267.282824331769,267.640404474732,266.925244188807
76,267.282824331769,267.640404474732,266.925244188807
77,267.282824331769,267.640404474732,266.925244188807
78,267.282824331769,267.640404474732,266.925244188807
79,267.282824331769,267.640404474732,266.925244188807
80,267.282824331769,267.640404474732,266.925244188807
81,267.282824331769,267.640404474732,266.925244188807
82,267.282824331769,267.640404474732,266.925244188807
83,267.282824331769,267.640404474732,266.925244188807
84,267.282824331769,267.640404474732,266.925244188807
85,267.282824331769,267.640404474732,266.925244188807
86,267.282824331769,267.640404474732,266.925244188807
87,267.282824331769,267.640404474732,266.925244188807
88,267.282824331769,267.640404474732,266.925244188807
89,267.282824331769,267.640404474732,266.925244188807
90,267.282824331769,267.640404474732,266.925244188807
91,267.282824331769,267.640404474732,266.925244188807
92,267.282824331769,267.640404474732,266.925244188807
93,267.282824331769,267.640404474732,266.925244188807
94,267.282824331769,267.640404474732,266.925244188807
95,267.282824331769,267.640404474732,266.925244188807
96,267.282824331769,267.640404474732,266.925244188807
97,267.282824331769,267.640404474732,266.925244188807
98,267.282824331769,267.640404474732,266.925244188807
99,267.282824331769,267.640404474732,266.925244188807
100,267.283050074856,267.640630217818,266.925469931893
101,267.283050074856,267.640630217818,266.925469931893
102,267.283050074856,267.640630217818,266.925469931893
103,267.283050074856,267.640630217818,266.925469931893
104,267.283050074856,267.640630217818,266.925469931893
105,267.283050074856,267.640630217818,266.925469931893
106,267.283050074856,267.640630217818,266.925469931893
107,267.283050074856,267.640630217818,266.925469931893
108,267.283050074856,267.640630217818,266.925469931893
109,267.283050074856,267.640630217818,266.925469931893
110,267.283050074856,267.640630217818,266.925469931893
111,267.283050074856,267.640630217818,266.925469931893
112,267.283050074856,267.640630217818,266.925469931893
113,267.283050074856,267.640630217818,266.925469931893
114,267.283050074856,267.640630217818,266.925469931893
115,267.283050074856,267.640630217818,266.925469931893
116,267.283050074856,267.640630217818,266.925469931893
117,267.283050074856,267.640630217818,266.925469931893
118,267.283050074856,267.640630217818,266.925469931893
119,267.283050074856,267.640630217818,266.925469931893
