year,c2f6,c6f14,nitrousOxide,c3f8,c7f16,methane,sf6,c4f10,c8f18,methylBromide,c4f8,carbonTetraChloride,methylChloride,c5f12,co2,nf3
346,0.0,0.0,268.133050362011,0.0,0.0,661.7269972211229,0.0,0.0,0.0,5.2999978176457105,0.0,0.0250004286778735,457.0,0.0,279.813,0.0
347,0.0,0.0,268.103050704843,0.0,0.0,661.530013803216,0.0,0.0,0.0,5.2999978176457105,0.0,0.0250004286778735,457.0,0.0,279.806,0.0
348,0.0,0.0,268.0810505472,0.0,0.0,661.3369767277201,0.0,0.0,0.0,5.2999978176457105,0.0,0.0250004286778735,457.0,0.0,279.788,0.0
349,0.0,0.0,268.070049971566,0.0,0.0,661.038023478293,0.0,0.0,0.0,5.2999978176457105,0.0,0.0250004286778735,457.0,0.0,279.78,0.0
350,0.0,0.0,268.041050852314,0.0,0.0,660.881023592723,0.0,0.0,0.0,5.2999978176457105,0.0,0.0250004286778735,457.0,0.0,279.76099999999997,0.0
351,0.0,0.0,268.023050347844,0.0,0.0,660.800972921583,0.0,0.0,0.0,5.2999978176457105,0.0,0.0250004286778735,457.0,0.0,279.752,0.0
352,0.0,0.0,268.00705000613897,0.0,0.0,660.591039364409,0.0,0.0,0.0,5.2999978176457105,0.0,0.0250004286778735,457.0,0.0,279.73400000000004,0.0
353,0.0,0.0,267.969051417792,0.0,0.0,660.4929718394831,0.0,0.0,0.0,5.2999978176457105,0.0,0.0250004286778735,457.0,0.0,279.726,0.0
354,0.0,0.0,267.967049462713,0.0,0.0,660.257014960661,0.0,0.0,0.0,5.2999978176457105,0.0,0.0250004286778735,457.0,0.0,279.717,0.0
355,0.0,0.0,267.946050780592,0.0,0.0,660.024985454913,0.0,0.0,0.0,5.2999978176457105,0.0,0.0250004286778735,457.0,0.0,279.7,0.0
356,0.0,0.0,267.926050328348,0.0,0.0,659.752019235331,0.0,0.0,0.0,5.2999978176457105,0.0,0.0250004286778735,457.0,0.0,279.668,0.0
357,0.0,0.0,267.908050315134,0.0,0.0,659.5649980336959,0.0,0.0,0.0,5.2999978176457105,0.0,0.0250004286778735,457.0,0.0,279.644,0.0
358,0.0,0.0,267.88205063648604,0.0,0.0,659.2759349623719,0.0,0.0,0.0,5.2999978176457105,0.0,0.0250004286778735,457.0,0.0,279.61400000000003,0.0
359,0.0,0.0,267.861050423254,0.0,0.0,658.619990871412,0.0,0.0,0.0,5.2999978176457105,0.0,0.0250004286778735,457.0,0.0,279.58799999999997,0.0
360,0.0,0.0,267.84305029372,0.0,0.0,657.906953370861,0.0,0.0,0.0,5.2999978176457105,0.0,0.0250004286778735,457.0,0.0,279.559,0.0
361,0.0,0.0,267.819050634164,0.0,0.0,657.085985006927,0.0,0.0,0.0,5.2999978176457105,0.0,0.0250004286778735,457.0,0.0,279.532,0.0
362,0.0,0.0,267.803050320843,0.0,0.0,656.245942830608,0.0,0.0,0.0,5.2999978176457105,0.0,0.0250004286778735,457.0,0.0,279.496,0.0
363,0.0,0.0,267.791050164615,0.0,0.0,655.532170508704,0.0,0.0,0.0,5.2999978176457105,0.0,0.0250004286778735,457.0,0.0,279.466,0.0
364,0.0,0.0,267.767050493165,0.0,0.0,655.797945832902,0.0,0.0,0.0,5.2999978176457105,0.0,0.0250004286778735,457.0,0.0,279.441,0.0
365,0.0,0.0,267.736050777187,0.0,0.0,655.940082025779,0.0,0.0,0.0,5.2999978176457105,0.0,0.0250004286778735,457.0,0.0,279.42,0.0
366,0.0,0.0,267.718050327209,0.0,0.0,656.195926476599,0.0,0.0,0.0,5.2999978176457105,0.0,0.0250004286778735,457.0,0.0,279.399999999999,0.0
367,0.0,0.0,267.704050171774,0.0,0.0,656.034031436506,0.0,0.0,0.0,5.2999978176457105,0.0,0.0250004286778735,457.0,0.0,279.373,0.0
368,0.0,0.0,267.676050661073,0.0,0.0,655.871980455817,0.0,0.0,0.0,5.2999978176457105,0.0,0.0250004286778735,457.0,0.0,279.351,0.0
369,0.0,0.0,267.648050677223,0.0,0.0,655.655014180707,0.0,0.0,0.0,5.2999978176457105,0.0,0.0250004286778735,457.0,0.0,279.330999999999,0.0
370,0.0,0.0,267.633050154721,0.0,0.0,655.486012436608,0.0,0.0,0.0,5.2999978176457105,0.0,0.0250004286778735,457.0,0.0,279.307,0.0
371,0.0,0.0,267.614050571362,0.0,0.0,655.344967122891,0.0,0.0,0.0,5.2999978176457105,0.0,0.0250004286778735,457.0,0.0,279.276,0.0
372,0.0,0.0,267.602050268665,0.0,0.0,655.095082916366,0.0,0.0,0.0,5.2999978176457105,0.0,0.0250004286778735,457.0,0.0,279.249000000001,0.0
373,0.0,0.0,267.600050124543,0.0,0.0,655.10786572728,0.0,0.0,0.0,5.2999978176457105,0.0,0.0250004286778735,457.0,0.0,279.223,0.0
374,0.0,0.0,267.60204996125196,0.0,0.0,654.3850087275911,0.0,0.0,0.0,5.2999978176457105,0.0,0.0250004286778735,457.0,0.0,279.22,0.0
375,0.0,0.0,267.599050156486,0.0,0.0,653.69200925666,0.0,0.0,0.0,5.2999978176457105,0.0,0.0250004286778735,457.0,0.0,279.20599999999996,0.0
376,0.0,0.0,267.594050211109,0.0,0.0,653.23196245381,0.0,0.0,0.0,5.2999978176457105,0.0,0.0250004286778735,457.0,0.0,279.194,0.0
377,0.0,0.0,267.590049903295,0.0,0.0,652.621993238471,0.0,0.0,0.0,5.2999978176457105,0.0,0.0250004286778735,457.0,0.0,279.181,0.0
378,0.0,0.0,267.57005074379697,0.0,0.0,652.0940244320491,0.0,0.0,0.0,5.2999978176457105,0.0,0.0250004286778735,457.0,0.0,279.16700000000003,0.0
379,0.0,0.0,267.559049999527,0.0,0.0,651.8039844025151,0.0,0.0,0.0,5.2999978176457105,0.0,0.0250004286778735,457.0,0.0,279.144,0.0
380,0.0,0.0,267.543050462883,0.0,0.0,651.472996510415,0.0,0.0,0.0,5.2999978176457105,0.0,0.0250004286778735,457.0,0.0,279.13699999999903,0.0
381,0.0,0.0,267.52205042265,0.0,0.0,651.1550173285019,0.0,0.0,0.0,5.2999978176457105,0.0,0.0250004286778735,457.0,0.0,279.11400000000003,0.0
382,0.0,0.0,267.505050477042,0.0,0.0,650.961983750737,0.0,0.0,0.0,5.2999978176457105,0.0,0.0250004286778735,457.0,0.0,279.108,0.0
383,0.0,0.0,267.49605000993597,0.0,0.0,650.675993220028,0.0,0.0,0.0,5.2999978176457105,0.0,0.0250004286778735,457.0,0.0,279.097,0.0
384,0.0,0.0,267.47805064197104,0.0,0.0,650.362010491698,0.0,0.0,0.0,5.2999978176457105,0.0,0.0250004286778735,457.0,0.0,279.086,0.0
385,0.0,0.0,267.468050106512,0.0,0.0,650.134988932913,0.0,0.0,0.0,5.2999978176457105,0.0,0.0250004286778735,457.0,0.0,279.07099999999997,0.0
386,0.0,0.0,267.46005015214,0.0,0.0,649.863004722226,0.0,0.0,0.0,5.2999978176457105,0.0,0.0250004286778735,457.0,0.0,279.054999999999,0.0
387,0.0,0.0,267.440050517702,0.0,0.0,649.627001578274,0.0,0.0,0.0,5.2999978176457105,0.0,0.0250004286778735,457.0,0.0,279.03700000000003,0.0
388,0.0,0.0,267.421050375569,0.0,0.0,649.418998599478,0.0,0.0,0.0,5.2999978176457105,0.0,0.0250004286778735,457.0,0.0,279.017000000001,0.0
389,0.0,0.0,267.405050360434,0.0,0.0,649.204004440309,0.0,0.0,0.0,5.2999978176457105,0.0,0.0250004286778735,457.0,0.0,279.01699999999903,0.0
390,0.0,0.0,267.389050327831,0.0,0.0,649.003986267891,0.0,0.0,0.0,5.2999978176457105,0.0,0.0250004286778735,457.0,0.0,279.006,0.0
391,0.0,0.0,267.371050382505,0.0,0.0,648.74101993002,0.0,0.0,0.0,5.2999978176457105,0.0,0.0250004286778735,457.0,0.0,278.987,0.0
392,0.0,0.0,267.351050471758,0.0,0.0,648.602996657,0.0,0.0,0.0,5.2999978176457105,0.0,0.0250004286778735,457.0,0.0,278.98,0.0
393,0.0,0.0,267.334050295651,0.0,0.0,648.449004664379,0.0,0.0,0.0,5.2999978176457105,0.0,0.0250004286778735,457.0,0.0,278.974,0.0
394,0.0,0.0,267.316050543887,0.0,0.0,648.278986331983,0.0,0.0,0.0,5.2999978176457105,0.0,0.0250004286778735,457.0,0.0,278.96,0.0
395,0.0,0.0,267.306050021774,0.0,0.0,648.115097334604,0.0,0.0,0.0,5.2999978176457105,0.0,0.0250004286778735,457.0,0.0,278.942,0.0
396,0.0,0.0,267.28905059281504,0.0,0.0,648.538001485595,0.0,0.0,0.0,5.2999978176457105,0.0,0.0250004286778735,457.0,0.0,278.938,0.0
397,0.0,0.0,267.27505012252897,0.0,0.0,648.8770489747,0.0,0.0,0.0,5.2999978176457105,0.0,0.0250004286778735,457.0,0.0,278.906,0.0
398,0.0,0.0,267.259050513992,0.0,0.0,649.319019832858,0.0,0.0,0.0,5.2999978176457105,0.0,0.0250004286778735,457.0,0.0,278.884,0.0
399,0.0,0.0,267.244050208597,0.0,0.0,649.729032473095,0.0,0.0,0.0,5.2999978176457105,0.0,0.0250004286778735,457.0,0.0,278.87999999999903,0.0
400,0.0,0.0,267.229050334175,0.0,0.0,650.1320390493,0.0,0.0,0.0,5.2999978176457105,0.0,0.0250004286778735,457.0,0.0,278.86400000000003,0.0
401,0.0,0.0,267.215050319478,0.0,0.0,650.517015819308,0.0,0.0,0.0,5.2999978176457105,0.0,0.0250004286778735,457.0,0.0,278.846,0.0
402,0.0,0.0,267.201050320552,0.0,0.0,650.941062339979,0.0,0.0,0.0,5.2999978176457105,0.0,0.0250004286778735,457.0,0.0,278.83299999999997,0.0
403,0.0,0.0,267.18805029837995,0.0,0.0,651.38596158983,0.0,0.0,0.0,5.2999978176457105,0.0,0.0250004286778735,457.0,0.0,278.832,0.0
404,0.0,0.0,267.175050298665,0.0,0.0,651.4940373384201,0.0,0.0,0.0,5.2999978176457105,0.0,0.0250004286778735,457.0,0.0,278.835,0.0
405,0.0,0.0,267.162050302679,0.0,0.0,651.567986245498,0.0,0.0,0.0,5.2999978176457105,0.0,0.0250004286778735,457.0,0.0,278.84,0.0
406,0.0,0.0,267.149050296729,0.0,0.0,651.616061269107,0.0,0.0,0.0,5.2999978176457105,0.0,0.0250004286778735,457.0,0.0,278.836,0.0
407,0.0,0.0,267.136050304253,0.0,0.0,651.725903755262,0.0,0.0,0.0,5.2999978176457105,0.0,0.0250004286778735,457.0,0.0,278.839,0.0
408,0.0,0.0,267.123050303209,0.0,0.0,651.135983544432,0.0,0.0,0.0,5.2999978176457105,0.0,0.0250004286778735,457.0,0.0,278.84,0.0
409,0.0,0.0,267.11105028166,0.0,0.0,650.553016904047,0.0,0.0,0.0,5.2999978176457105,0.0,0.0250004286778735,457.0,0.0,278.829,0.0
410,0.0,0.0,267.099050279815,0.0,0.0,649.998941267653,0.0,0.0,0.0,5.2999978176457105,0.0,0.0250004286778735,457.0,0.0,278.82099999999997,0.0
411,0.0,0.0,267.087050287368,0.0,0.0,649.448120854329,0.0,0.0,0.0,5.2999978176457105,0.0,0.0250004286778735,457.0,0.0,278.814,0.0
412,0.0,0.0,267.07505028499804,0.0,0.0,649.624003167501,0.0,0.0,0.0,5.2999978176457105,0.0,0.0250004286778735,457.0,0.0,278.817,0.0
413,0.0,0.0,267.064050257796,0.0,0.0,649.821029309908,0.0,0.0,0.0,5.2999978176457105,0.0,0.0250004286778735,457.0,0.0,278.80400000000003,0.0
414,0.0,0.0,267.052050292437,0.0,0.0,650.0330163865129,0.0,0.0,0.0,5.2999978176457105,0.0,0.0250004286778735,457.0,0.0,278.789,0.0
415,0.0,0.0,267.041050262164,0.0,0.0,650.236025667754,0.0,0.0,0.0,5.2999978176457105,0.0,0.0250004286778735,457.0,0.0,278.775,0.0
416,0.0,0.0,267.030050271773,0.0,0.0,650.421014263883,0.0,0.0,0.0,5.2999978176457105,0.0,0.0250004286778735,457.0,0.0,278.76,0.0
417,0.0,0.0,267.020050237016,0.0,0.0,650.6660723195749,0.0,0.0,0.0,5.2999978176457105,0.0,0.0250004286778735,457.0,0.0,278.754,0.0
418,0.0,0.0,267.009050278249,0.0,0.0,651.149018834757,0.0,0.0,0.0,5.2999978176457105,0.0,0.0250004286778735,457.0,0.0,278.719,0.0
419,0.0,0.0,266.999050242115,0.0,0.0,651.618052585325,0.0,0.0,0.0,5.2999978176457105,0.0,0.0250004286778735,457.0,0.0,278.703,0.0
420,0.0,0.0,266.989050249294,0.0,0.0,652.1280217390361,0.0,0.0,0.0,5.2999978176457105,0.0,0.0250004286778735,457.0,0.0,278.692,0.0
421,0.0,0.0,266.979050247742,0.0,0.0,652.641063837486,0.0,0.0,0.0,5.2999978176457105,0.0,0.0250004286778735,457.0,0.0,278.67,0.0
422,0.0,0.0,266.969050256001,0.0,0.0,653.131950968946,0.0,0.0,0.0,5.2999978176457105,0.0,0.0250004286778735,457.0,0.0,278.655,0.0
423,0.0,0.0,266.96005022522803,0.0,0.0,653.162028338203,0.0,0.0,0.0,5.2999978176457105,0.0,0.0250004286778735,457.0,0.0,278.64099999999996,0.0
424,0.0,0.0,266.951050232459,0.0,0.0,653.193021702789,0.0,0.0,0.0,5.2999978176457105,0.0,0.0250004286778735,457.0,0.0,278.627,0.0
425,0.0,0.0,266.942050229305,0.0,0.0,653.264017778746,0.0,0.0,0.0,5.2999978176457105,0.0,0.0250004286778735,457.0,0.0,278.608,0.0
426,0.0,0.0,266.933050240783,0.0,0.0,653.34602799638,0.0,0.0,0.0,5.2999978176457105,0.0,0.0250004286778735,457.0,0.0,278.593,0.0
427,0.0,0.0,266.92505019743,0.0,0.0,653.490023153029,0.0,0.0,0.0,5.2999978176457105,0.0,0.0250004286778735,457.0,0.0,278.572,0.0
428,0.0,0.0,266.91605024813,0.0,0.0,653.584992567748,0.0,0.0,0.0,5.2999978176457105,0.0,0.0250004286778735,457.0,0.0,278.558,0.0
429,0.0,0.0,266.908050203169,0.0,0.0,653.61306552338,0.0,0.0,0.0,5.2999978176457105,0.0,0.0250004286778735,457.0,0.0,278.54400000000004,0.0
430,0.0,0.0,266.900050226982,0.0,0.0,653.857008714738,0.0,0.0,0.0,5.2999978176457105,0.0,0.0250004286778735,457.0,0.0,278.521999999999,0.0
431,0.0,0.0,266.893050177738,0.0,0.0,654.0830445351011,0.0,0.0,0.0,5.2999978176457105,0.0,0.0250004286778735,457.0,0.0,278.498,0.0
432,0.0,0.0,266.885050232698,0.0,0.0,654.341006753991,0.0,0.0,0.0,5.2999978176457105,0.0,0.0250004286778735,457.0,0.0,278.473,0.0
433,0.0,0.0,266.878050184212,0.0,0.0,654.605075967579,0.0,0.0,0.0,5.2999978176457105,0.0,0.0250004286778735,457.0,0.0,278.454999999999,0.0
434,0.0,0.0,266.871050211319,0.0,0.0,654.919917136177,0.0,0.0,0.0,5.2999978176457105,0.0,0.0250004286778735,457.0,0.0,278.426,0.0
435,0.0,0.0,266.865050158634,0.0,0.0,654.672028651897,0.0,0.0,0.0,5.2999978176457105,0.0,0.0250004286778735,457.0,0.0,278.39599999999996,0.0
436,0.0,0.0,266.858050216994,0.0,0.0,654.438003148189,0.0,0.0,0.0,5.2999978176457105,0.0,0.0250004286778735,457.0,0.0,278.369,0.0
437,0.0,0.0,266.852050165521,0.0,0.0,654.227009300741,0.0,0.0,0.0,5.2999978176457105,0.0,0.0250004286778735,457.0,0.0,278.351,0.0
438,0.0,0.0,266.84605019522,0.0,0.0,654.04401176259,0.0,0.0,0.0,5.2999978176457105,0.0,0.0250004286778735,457.0,0.0,278.313,0.0
439,0.0,0.0,266.841050140364,0.0,0.0,653.8009530965139,0.0,0.0,0.0,5.2999978176457105,0.0,0.0250004286778735,457.0,0.0,278.28700000000003,0.0
440,0.0,0.0,266.835050199441,0.0,0.0,653.29500667277,0.0,0.0,0.0,5.2999978176457105,0.0,0.0250004286778735,457.0,0.0,278.268,0.0
441,0.0,0.0,266.830050151453,0.0,0.0,652.79898213113,0.0,0.0,0.0,5.2999978176457105,0.0,0.0250004286778735,457.0,0.0,278.251,0.0
442,0.0,0.0,266.825050162414,0.0,0.0,652.307012360531,0.0,0.0,0.0,5.2999978176457105,0.0,0.0250004286778735,457.0,0.0,278.232,0.0
443,0.0,0.0,266.820050171699,0.0,0.0,651.8519599954831,0.0,0.0,0.0,5.2999978176457105,0.0,0.0250004286778735,457.0,0.0,278.226,0.0
444,0.0,0.0,266.816050135771,0.0,0.0,651.396090528302,0.0,0.0,0.0,5.2999978176457105,0.0,0.0250004286778735,457.0,0.0,278.22,0.0
445,0.0,0.0,266.812050148177,0.0,0.0,651.407981363733,0.0,0.0,0.0,5.2999978176457105,0.0,0.0250004286778735,457.0,0.0,278.19,0.0
446,0.0,0.0,266.808050139447,0.0,0.0,651.3920391378209,0.0,0.0,0.0,5.2999978176457105,0.0,0.0250004286778735,457.0,0.0,278.18,0.0
447,0.0,0.0,266.804050159268,0.0,0.0,651.44899555931,0.0,0.0,0.0,5.2999978176457105,0.0,0.0250004286778735,457.0,0.0,278.151,0.0
448,0.0,0.0,266.801050104943,0.0,0.0,651.4770422519471,0.0,0.0,0.0,5.2999978176457105,0.0,0.0250004286778735,457.0,0.0,278.137,0.0
449,0.0,0.0,266.797050163847,0.0,0.0,651.606994669247,0.0,0.0,0.0,5.2999978176457105,0.0,0.0250004286778735,457.0,0.0,278.119,0.0
450,0.0,0.0,266.79405012921296,0.0,0.0,651.6089957157129,0.0,0.0,0.0,5.2999978176457105,0.0,0.0250004286778735,457.0,0.0,278.10200000000003,0.0
451,0.0,0.0,266.792050090471,0.0,0.0,651.512023757548,0.0,0.0,0.0,5.2999978176457105,0.0,0.0250004286778735,457.0,0.0,278.08299999999997,0.0
452,0.0,0.0,266.789050149327,0.0,0.0,651.4699960404099,0.0,0.0,0.0,5.2999978176457105,0.0,0.0250004286778735,457.0,0.0,278.051,0.0
453,0.0,0.0,266.787050097436,0.0,0.0,651.413037572535,0.0,0.0,0.0,5.2999978176457105,0.0,0.0250004286778735,457.0,0.0,278.026,0.0
454,0.0,0.0,266.785050110372,0.0,0.0,651.484003514924,0.0,0.0,0.0,5.2999978176457105,0.0,0.0250004286778735,457.0,0.0,278.01,0.0
455,0.0,0.0,266.78305012392997,0.0,0.0,651.541023679404,0.0,0.0,0.0,5.2999978176457105,0.0,0.0250004286778735,457.0,0.0,277.985,0.0
456,0.0,0.0,266.782050067365,0.0,0.0,651.626008810449,0.0,0.0,0.0,5.2999978176457105,0.0,0.0250004286778735,457.0,0.0,277.971,0.0
457,0.0,0.0,266.780050136778,0.0,0.0,651.717032591018,0.0,0.0,0.0,5.2999978176457105,0.0,0.0250004286778735,457.0,0.0,277.949,0.0
458,0.0,0.0,266.779050072506,0.0,0.0,651.8669961256929,0.0,0.0,0.0,5.2999978176457105,0.0,0.0250004286778735,457.0,0.0,277.925,0.0
459,0.0,0.0,266.77805011511003,0.0,0.0,651.934027200076,0.0,0.0,0.0,5.2999978176457105,0.0,0.0250004286778735,457.0,0.0,277.897,0.0
460,0.0,0.0,266.778050046204,0.0,0.0,652.044010839001,0.0,0.0,0.0,5.2999978176457105,0.0,0.0250004286778735,457.0,0.0,277.883,0.0
461,0.0,0.0,266.777050120782,0.0,0.0,652.148015602702,0.0,0.0,0.0,5.2999978176457105,0.0,0.0250004286778735,457.0,0.0,277.865,0.0
462,0.0,0.0,266.77705005753995,0.0,0.0,652.246015153973,0.0,0.0,0.0,5.2999978176457105,0.0,0.0250004286778735,457.0,0.0,277.845,0.0
463,0.0,0.0,266.777050082477,0.0,0.0,652.350015526119,0.0,0.0,0.0,5.2999978176457105,0.0,0.0250004286778735,457.0,0.0,277.816,0.0
464,0.0,0.0,266.777050071268,0.0,0.0,652.46201767594,0.0,0.0,0.0,5.2999978176457105,0.0,0.0250004286778735,457.0,0.0,277.8,0.0
465,0.0,0.0,266.77705007712996,0.0,0.0,652.579007335227,0.0,0.0,0.0,5.2999978176457105,0.0,0.0250004286778735,457.0,0.0,277.777,0.0
466,0.0,0.0,266.777050071421,0.0,0.0,652.662019873717,0.0,0.0,0.0,5.2999978176457105,0.0,0.0250004286778735,457.0,0.0,277.758999999999,0.0
467,0.0,0.0,266.777050087226,0.0,0.0,652.769011574235,0.0,0.0,0.0,5.2999978176457105,0.0,0.0250004286778735,457.0,0.0,277.738,0.0
468,0.0,0.0,266.778050049953,0.0,0.0,652.888028576203,0.0,0.0,0.0,5.2999978176457105,0.0,0.0250004286778735,457.0,0.0,277.712999999999,0.0
469,0.0,0.0,266.77905004689603,0.0,0.0,653.067005452561,0.0,0.0,0.0,5.2999978176457105,0.0,0.0250004286778735,457.0,0.0,277.692999999999,0.0
470,0.0,0.0,266.779050096607,0.0,0.0,653.191013811313,0.0,0.0,0.0,5.2999978176457105,0.0,0.0250004286778735,457.0,0.0,277.67400000000004,0.0
471,0.0,0.0,266.780050041954,0.0,0.0,653.295016054544,0.0,0.0,0.0,5.2999978176457105,0.0,0.0250004286778735,457.0,0.0,277.644,0.0
472,0.0,0.0,266.78105006511004,0.0,0.0,653.416013638276,0.0,0.0,0.0,5.2999978176457105,0.0,0.0250004286778735,457.0,0.0,277.629000000001,0.0
473,0.0,0.0,266.782050054348,0.0,0.0,653.524005653141,0.0,0.0,0.0,5.2999978176457105,0.0,0.0250004286778735,457.0,0.0,277.611000000001,0.0
474,0.0,0.0,266.78305005616903,0.0,0.0,653.584012159453,0.0,0.0,0.0,5.2999978176457105,0.0,0.0250004286778735,457.0,0.0,277.59,0.0
475,0.0,0.0,266.784050072316,0.0,0.0,653.665030678903,0.0,0.0,0.0,5.2999978176457105,0.0,0.0250004286778735,457.0,0.0,277.561,0.0
476,0.0,0.0,266.786050015821,0.0,0.0,653.8339941414071,0.0,0.0,0.0,5.2999978176457105,0.0,0.0250004286778735,457.0,0.0,277.533,0.0
477,0.0,0.0,266.78705007543596,0.0,0.0,653.907024933176,0.0,0.0,0.0,5.2999978176457105,0.0,0.0250004286778735,457.0,0.0,277.517,0.0
478,0.0,0.0,266.788050047668,0.0,0.0,654.032012657549,0.0,0.0,0.0,5.2999978176457105,0.0,0.0250004286778735,457.0,0.0,277.496,0.0
479,0.0,0.0,266.78905006363703,0.0,0.0,654.1519951114631,0.0,0.0,0.0,5.2999978176457105,0.0,0.0250004286778735,457.0,0.0,277.485,0.0
480,0.0,0.0,266.790050051302,0.0,0.0,654.182034079834,0.0,0.0,0.0,5.2999978176457105,0.0,0.0250004286778735,457.0,0.0,277.479999999999,0.0
481,0.0,0.0,266.791050074937,0.0,0.0,654.346011234422,0.0,0.0,0.0,5.2999978176457105,0.0,0.0250004286778735,457.0,0.0,277.46399999999903,0.0
482,0.0,0.0,266.79305001382596,0.0,0.0,654.511009184641,0.0,0.0,0.0,5.2999978176457105,0.0,0.0250004286778735,457.0,0.0,277.459,0.0
483,0.0,0.0,266.794050077544,0.0,0.0,654.619006063596,0.0,0.0,0.0,5.2999978176457105,0.0,0.0250004286778735,457.0,0.0,277.449,0.0
484,0.0,0.0,266.795050045764,0.0,0.0,654.700020267669,0.0,0.0,0.0,5.2999978176457105,0.0,0.0250004286778735,457.0,0.0,277.444,0.0
485,0.0,0.0,266.796050064279,0.0,0.0,654.8230032837359,0.0,0.0,0.0,5.2999978176457105,0.0,0.0250004286778735,457.0,0.0,277.426999999999,0.0
486,0.0,0.0,266.79705005574,0.0,0.0,654.89700827706,0.0,0.0,0.0,5.2999978176457105,0.0,0.0250004286778735,457.0,0.0,277.400999999999,0.0
487,0.0,0.0,266.798050045269,0.0,0.0,654.954016790181,0.0,0.0,0.0,5.2999978176457105,0.0,0.0250004286778735,457.0,0.0,277.378,0.0
488,0.0,0.0,266.798050098097,0.0,0.0,655.0439945926,0.0,0.0,0.0,5.2999978176457105,0.0,0.0250004286778735,457.0,0.0,277.37000000000097,0.0
489,0.0,0.0,266.79905004039904,0.0,0.0,655.055023670481,0.0,0.0,0.0,5.2999978176457105,0.0,0.0250004286778735,457.0,0.0,277.353,0.0
490,0.0,0.0,266.80005005714,0.0,0.0,655.157010682797,0.0,0.0,0.0,5.2999978176457105,0.0,0.0250004286778735,457.0,0.0,277.348,0.0
491,0.0,0.0,266.800050079293,0.0,0.0,655.268001520005,0.0,0.0,0.0,5.2999978176457105,0.0,0.0250004286778735,457.0,0.0,277.33099999999996,0.0
492,0.0,0.0,266.80005007223303,0.0,0.0,655.322021818783,0.0,0.0,0.0,5.2999978176457105,0.0,0.0250004286778735,457.0,0.0,277.311,0.0
493,0.0,0.0,266.80005007669797,0.0,0.0,655.448000420387,0.0,0.0,0.0,5.2999978176457105,0.0,0.0250004286778735,457.0,0.0,277.29900000000004,0.0
494,0.0,0.0,266.80005007324297,0.0,0.0,655.51300942346,0.0,0.0,0.0,5.2999978176457105,0.0,0.0250004286778735,457.0,0.0,277.277,0.0
495,0.0,0.0,266.800050078019,0.0,0.0,655.568005783936,0.0,0.0,0.0,5.2999978176457105,0.0,0.0250004286778735,457.0,0.0,277.264,0.0
496,0.0,0.0,266.800050059566,0.0,0.0,655.6250190631009,0.0,0.0,0.0,5.2999978176457105,0.0,0.0250004286778735,457.0,0.0,277.258,0.0
497,0.0,0.0,266.799050119609,0.0,0.0,655.722982231384,0.0,0.0,0.0,5.2999978176457105,0.0,0.0250004286778735,457.0,0.0,277.239000000001,0.0
498,0.0,0.0,266.799050042151,0.0,0.0,655.672028177821,0.0,0.0,0.0,5.2999978176457105,0.0,0.0250004286778735,457.0,0.0,277.235,0.0
499,0.0,0.0,266.798050107097,0.0,0.0,655.768007247355,0.0,0.0,0.0,5.2999978176457105,0.0,0.0250004286778735,457.0,0.0,277.216999999999,0.0
500,0.0,0.0,266.796050108585,0.0,0.0,655.877017617808,0.0,0.0,0.0,5.2999978176457105,0.0,0.0250004286778735,457.0,0.0,277.20599999999996,0.0
501,0.0,0.0,266.795050088101,0.0,0.0,655.998994339162,0.0,0.0,0.0,5.2999978176457105,0.0,0.0250004286778735,457.0,0.0,277.192,0.0
502,0.0,0.0,266.793050109463,0.0,0.0,656.042021792948,0.0,0.0,0.0,5.2999978176457105,0.0,0.0250004286778735,457.0,0.0,277.186,0.0
503,0.0,0.0,266.791050113664,0.0,0.0,656.202018058421,0.0,0.0,0.0,5.2999978176457105,0.0,0.0250004286778735,457.0,0.0,277.172,0.0
504,0.0,0.0,266.78905010405,0.0,0.0,656.346980951816,0.0,0.0,0.0,5.2999978176457105,0.0,0.0250004286778735,457.0,0.0,277.158,0.0
505,0.0,0.0,266.78705010787996,0.0,0.0,656.344020474394,0.0,0.0,0.0,5.2999978176457105,0.0,0.0250004286778735,457.0,0.0,277.14099999999996,0.0
506,0.0,0.0,266.78405012717,0.0,0.0,656.4210081233099,0.0,0.0,0.0,5.2999978176457105,0.0,0.0250004286778735,457.0,0.0,277.137,0.0
507,0.0,0.0,266.78105012186,0.0,0.0,656.520016399769,0.0,0.0,0.0,5.2999978176457105,0.0,0.0250004286778735,457.0,0.0,277.122,0.0
508,0.0,0.0,266.77705014742696,0.0,0.0,656.691014630014,0.0,0.0,0.0,5.2999978176457105,0.0,0.0250004286778735,457.0,0.0,277.116,0.0
509,0.0,0.0,266.773050144296,0.0,0.0,656.83800052429,0.0,0.0,0.0,5.2999978176457105,0.0,0.0250004286778735,457.0,0.0,277.11,0.0
510,0.0,0.0,266.769050143644,0.0,0.0,657.030051074564,0.0,0.0,0.0,5.2999978176457105,0.0,0.0250004286778735,457.0,0.0,277.099,0.0
511,0.0,0.0,266.76505013671397,0.0,0.0,657.349976905476,0.0,0.0,0.0,5.2999978176457105,0.0,0.0250004286778735,457.0,0.0,277.084,0.0
